"open","high","low","close","vwap","count","base_currency","base_issuer","base_volume","counter_currency","counter_issuer","counter_volume","open_time","close_time","start","buy_volume"
"0.015151515","0.016666667","0.014600672","0.015515904","0.015486435","375","XRP","","2640380.063969001","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","40890.07314945666","2013-05-25T00:02:10Z","2013-05-27T22:30:10Z","2013-05-25T00:00:00Z","NaN"
"0.016038492","0.018145527","0.014705882","0.015810277","0.016071362","607","XRP","","3945187.503766998","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","63404.53765266068","2013-05-28T00:08:30Z","2013-05-30T23:59:30Z","2013-05-28T00:00:00Z","NaN"
"0.015401201","0.019040321","0.015006002","0.019040321","0.017300815","1245","XRP","","8572623.212418996","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","148313.3658026828","2013-05-31T00:47:41Z","2013-06-02T23:22:40Z","2013-05-31T00:00:00Z","NaN"
"0.018866145","0.019584763","0.015873016","0.018867925","0.017707346","1089","XRP","","7724186.557676001","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","136774.8426980827","2013-06-03T00:24:30Z","2013-06-05T23:49:20Z","2013-06-03T00:00:00Z","NaN"
"0.018900000","0.020040080","0.017705382","0.018867925","0.018810088","949","XRP","","11312944.59036701","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","212797.4776457456","2013-06-06T00:06:00Z","2013-06-08T22:27:50Z","2013-06-06T00:00:00Z","NaN"
"0.018867925","0.019230769","0.017155601","0.017825312","0.017962689","858","XRP","","11621060.10980801","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","208745.4850080952","2013-06-09T00:02:50Z","2013-06-11T23:47:00Z","2013-06-09T00:00:00Z","NaN"
"0.018181818","0.018491124","0.016014235","0.016949153","0.017345249","804","XRP","","7372661.795353007","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","127880.6581851748","2013-06-12T00:07:50Z","2013-06-14T23:45:00Z","2013-06-12T00:00:00Z","NaN"
"0.016806723","0.022411871","0.015339776","0.015822785","0.016326372","616","XRP","","4359441.937860997","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","71173.87257971457","2013-06-15T00:16:10Z","2013-06-17T23:46:20Z","2013-06-15T00:00:00Z","NaN"
"0.015822785","0.017452922","0.015600624","0.016254876","0.016283413","556","XRP","","5771352.830786001","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","93977.31894780643","2013-06-18T00:26:30Z","2013-06-20T23:56:50Z","2013-06-18T00:00:00Z","NaN"
"0.016064257","0.020939280","0.012500000","0.013700507","0.014318572","711","XRP","","7098637.295686004","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","101642.3481072272","2013-06-21T00:21:20Z","2013-06-23T23:58:30Z","2013-06-21T00:00:00Z","NaN"
"0.013704262","0.016666667","0.013698630","0.015625244","0.015046344","419","XRP","","4527927.179608","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","68128.74990173652","2013-06-24T00:27:50Z","2013-06-26T23:49:10Z","2013-06-24T00:00:00Z","NaN"
"0.015625244","0.016666667","0.014285714","0.014603017","0.015347037","308","XRP","","4058161.141608002","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","62280.74988485679","2013-06-27T00:05:40Z","2013-06-29T22:37:40Z","2013-06-27T00:00:00Z","NaN"
"0.014603017","0.014854427","0.013392857","0.013648151","0.014024623","343","XRP","","2812645.239089001","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","39446.28819546122","2013-06-30T00:29:40Z","2013-07-02T20:28:50Z","2013-06-30T00:00:00Z","NaN"
"0.013698630","0.12947354","0.011494253","0.011494253","0.013243956","590","XRP","","7786226.381969001","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","103120.4406887573","2013-07-03T00:22:00Z","2013-07-05T23:55:10Z","2013-07-03T00:00:00Z","NaN"
"0.011475786","0.011665889","0.010256410","0.010266940","0.011182695","476","XRP","","4381353.595767003","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","48995.34179981469","2013-07-06T00:05:00Z","2013-07-08T23:40:10Z","2013-07-06T00:00:00Z","NaN"
"0.010289124","0.011428571","0.010114291","0.011248594","0.010576302","214","XRP","","2400104.941187001","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","25384.23499363423","2013-07-09T00:06:50Z","2013-07-11T23:46:40Z","2013-07-09T00:00:00Z","NaN"
"0.011412429","0.011511454","0.010309278","0.010309278","0.010795739","197","XRP","","1124815.610877","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","12143.21605409425","2013-07-12T00:53:10Z","2013-07-14T23:55:00Z","2013-07-12T00:00:00Z","NaN"
"0.010258620","0.010498688","0.0076086957","0.0085984523","0.0090616488","480","XRP","","5653102.158404","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","51226.42666296275","2013-07-15T02:18:10Z","2013-07-17T23:58:50Z","2013-07-15T00:00:00Z","NaN"
"0.0085984523","0.0089285714","0.0049504950","0.0079502252","0.0066053557","373","XRP","","6626136.783969997","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","43767.99066238703","2013-07-18T00:06:00Z","2013-07-20T22:46:10Z","2013-07-18T00:00:00Z","NaN"
"0.0080000000","0.0080556657","0.0055555556","0.0060606061","0.0064099650","229","XRP","","1789917.945962","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","11473.3113698588","2013-07-21T00:57:11Z","2013-07-23T23:44:30Z","2013-07-21T00:00:00Z","NaN"
"0.0060606061","0.0076045627","0.0055248619","0.0071428520","0.0067229765","195","XRP","","1613315.637736","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","10846.28317622569","2013-07-24T00:44:10Z","2013-07-26T23:15:30Z","2013-07-24T00:00:00Z","NaN"
"0.0071377536","0.0074621241","0.0049920000","0.0059880239","0.0060224492","329","XRP","","3206130.998886999","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","19308.76122254096","2013-07-27T01:36:10Z","2013-07-29T21:30:20Z","2013-07-27T00:00:00Z","NaN"
"0.0061000000","0.0064102564","0.0053219769","0.0053219769","0.0058740927","564","XRP","","2737631.663025","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","16081.10222244482","2013-07-30T00:39:40Z","2013-08-01T23:40:30Z","2013-07-30T00:00:00Z","NaN"
"0.0053219798","0.0060601984","0.0053219798","0.0053908327","0.0056942373","206","XRP","","1242640.071291","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","7075.887498404287","2013-08-02T00:16:00Z","2013-08-04T23:55:20Z","2013-08-02T00:00:00Z","NaN"
"0.0054054025","0.0057142857","0.0039984006","0.0040983119","0.0047404692","525","XRP","","6913944.939315004","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","32775.3433524928","2013-08-05T00:08:20Z","2013-08-07T23:25:10Z","2013-08-05T00:00:00Z","NaN"
"0.0040983119","0.0042372881","0.0037560096","0.0039824216","0.0039856957","357","XRP","","2219196.793025","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","8845.043146139931","2013-08-08T00:08:10Z","2013-08-10T19:27:30Z","2013-08-08T00:00:00Z","NaN"
"0.0039681028","0.020015159","0.0036231594","0.0038461124","0.0038785641","383","XRP","","1953228.906912001","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","7575.723600252702","2013-08-11T00:28:20Z","2013-08-13T23:16:30Z","2013-08-11T00:00:00Z","NaN"
"0.0037594028","0.0096719577","0.0022727273","0.0042553191","0.0032831028","651","XRP","","27663937.11122999","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","90823.54850368497","2013-08-14T00:12:20Z","2013-08-16T23:00:50Z","2013-08-14T00:00:00Z","NaN"
"0.0044444444","0.0069792437","0.0035765379","0.0046533293","0.0048910475","302","XRP","","9923697.45009","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","48537.27536699406","2013-08-17T01:41:10Z","2013-08-19T22:27:20Z","2013-08-17T00:00:00Z","NaN"
"0.0051282051","0.0058105752","0.0042372881","0.0045454545","0.0050461924","273","XRP","","6476381.681720998","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","32681.06773399421","2013-08-20T00:25:40Z","2013-08-22T23:46:10Z","2013-08-20T00:00:00Z","NaN"
"0.0045516614","0.0057295646","0.0044189129","0.0051948052","0.0048775770","171","XRP","","2274507.940069","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","11094.08770139599","2013-08-23T03:19:30Z","2013-08-25T22:19:40Z","2013-08-23T00:00:00Z","NaN"
"0.0055248619","0.0074074074","0.0052631579","0.0060975610","0.0060327960","185","XRP","","4320133.637074","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","26062.48490977949","2013-08-26T01:12:20Z","2013-08-28T23:38:20Z","2013-08-26T00:00:00Z","NaN"
"0.0058823529","0.0063000000","0.0050763998","0.0054054056","0.0056111608","103","XRP","","1502219.073473","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","8429.192729055007","2013-08-29T03:45:40Z","2013-08-31T23:39:10Z","2013-08-29T00:00:00Z","NaN"
"0.0052659294","0.0057471264","0.0051282051","0.0056785917","0.0055238366","45","XRP","","477710.607185","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","2638.795353370064","2013-09-01T00:13:50Z","2013-09-03T23:15:00Z","2013-09-01T00:00:00Z","NaN"
"0.0056753689","0.0061881188","0.0055555555","0.0061881188","0.0059250525","83","XRP","","400172.501249","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","2371.043069145727","2013-09-04T00:51:50Z","2013-09-06T22:37:30Z","2013-09-04T00:00:00Z","NaN"
"0.0059171598","0.0061274510","0.0055555556","0.0060569352","0.0058131771","66","XRP","","527099.808359","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","3064.124522630482","2013-09-07T01:07:40Z","2013-09-09T21:25:20Z","2013-09-07T00:00:00Z","NaN"
"0.0058142915","0.0061349693","0.0046083162","0.0057800127","0.0052953753","136","XRP","","4353337.652714001","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","23052.55667163471","2013-09-10T02:57:20Z","2013-09-12T18:15:50Z","2013-09-10T00:00:00Z","NaN"
"0.0057471264","0.0061800878","0.0055865922","0.0061728395","0.0059848209","80","XRP","","2025656.589309","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","12123.19192916391","2013-09-13T00:40:20Z","2013-09-15T22:01:50Z","2013-09-13T00:00:00Z","NaN"
"0.0062500000","0.023372131","0.0059171598","0.011415525","0.0087893596","460","XRP","","5581041.292433999","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","49053.77904923029","2013-09-16T00:04:10Z","2013-09-18T23:45:30Z","2013-09-16T00:00:00Z","NaN"
"0.011441648","0.012432004","0.0089999999","0.010193680","0.0098786094","217","XRP","","2098185.32124","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","20727.15328378232","2013-09-19T00:15:30Z","2013-09-21T23:26:10Z","2013-09-19T00:00:00Z","NaN"
"0.010193680","0.013535337","0.0095238095","0.010415582","0.010004170","278","XRP","","2942495.384619","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","29437.22336863217","2013-09-22T00:15:30Z","2013-09-24T23:53:30Z","2013-09-22T00:00:00Z","NaN"
"0.010362694","0.013806624","0.0097465887","0.012903226","0.012155397","500","XRP","","5684594.217000002","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","69098.49881415413","2013-09-25T00:27:40Z","2013-09-27T22:27:20Z","2013-09-25T00:00:00Z","NaN"
"0.013495277","0.024076820","0.0086580087","0.011111111","0.011489621","277","XRP","","1839031.119852999","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","21129.77111407871","2013-09-28T00:17:20Z","2013-09-30T23:44:40Z","2013-09-28T00:00:00Z","NaN"
"0.010989132","0.011734335","0.0066666667","0.0086956522","0.0086557023","324","XRP","","4071025.308226003","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","35237.58322880166","2013-10-01T01:05:10Z","2013-10-03T23:33:50Z","2013-10-01T00:00:00Z","NaN"
"0.0083333333","0.024687202","0.0082304527","0.011235955","0.010460672","299","XRP","","1530367.175146","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","16008.66958441273","2013-10-04T00:13:00Z","2013-10-06T23:55:50Z","2013-10-04T00:00:00Z","NaN"
"0.0097751702","0.011363636","0.0091240876","0.0096209352","0.010013028","216","XRP","","1391911.480761","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","13937.24873458823","2013-10-07T00:27:20Z","2013-10-09T23:28:50Z","2013-10-07T00:00:00Z","NaN"
"0.010100000","0.010300040","0.0066671111","0.0087642419","0.0088012463","297","XRP","","2320940.497489","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","20427.16888622621","2013-10-10T00:22:20Z","2013-10-12T22:58:40Z","2013-10-10T00:00:00Z","NaN"
"0.0086132644","0.0086132644","0.0075187970","0.0080006401","0.0079245026","331","XRP","","2193266.372503","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","17380.54506734819","2013-10-13T02:25:40Z","2013-10-15T23:56:40Z","2013-10-13T00:00:00Z","NaN"
"0.0080775444","0.0082644628","0.0066671111","0.0074074074","0.0075601704","302","XRP","","2714903.026659998","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","20525.12961701682","2013-10-16T00:03:20Z","2013-10-18T17:20:20Z","2013-10-16T00:00:00Z","NaN"
"0.0074100000","0.0075987842","0.0060716454","0.0066181337","0.0067679397","355","XRP","","4206825.015829002","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","28471.53783216892","2013-10-19T01:03:30Z","2013-10-21T23:47:30Z","2013-10-19T00:00:00Z","NaN"
"0.0065832785","0.010968426","0.0061162080","0.0077519380","0.0074426794","373","XRP","","4303792.710111001","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","32031.74935635809","2013-10-22T00:07:50Z","2013-10-24T23:48:10Z","2013-10-22T00:00:00Z","NaN"
"0.0079302141","0.0088386966","0.0052882073","0.0065359477","0.0063945711","792","XRP","","7348447.513323995","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","46990.17002414327","2013-10-25T00:34:00Z","2013-10-27T21:54:50Z","2013-10-25T00:00:00Z","NaN"
"0.0063331222","0.035813941","0.0052631579","0.0058823529","0.0058013986","661","XRP","","7091955.496332996","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","41143.2605780676","2013-10-28T00:22:10Z","2013-10-30T23:57:00Z","2013-10-28T00:00:00Z","NaN"
"0.0058823529","0.0084331253","0.0057504313","0.0068965517","0.0065541215","455","XRP","","7031137.11603","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","46082.92704403082","2013-10-31T00:01:20Z","2013-11-02T23:58:50Z","2013-10-31T00:00:00Z","NaN"
"0.0065146580","0.0076330051","0.0062893082","0.0071942446","0.0067344761","491","XRP","","12799777.10587001","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","86199.79362784544","2013-11-03T00:07:10Z","2013-11-05T23:44:20Z","2013-11-03T00:00:00Z","NaN"
"0.0071942446","0.011110988","0.0071942446","0.0076923077","0.0089231067","847","XRP","","9775535.381421003","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","87228.14557430038","2013-11-06T00:01:00Z","2013-11-08T23:50:40Z","2013-11-06T00:00:00Z","NaN"
"0.0090826521","0.0095238095","0.0072463768","0.0086206897","0.0081540558","607","XRP","","5637269.232605997","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","45966.60785830363","2013-11-09T00:30:20Z","2013-11-11T23:56:20Z","2013-11-09T00:00:00Z","NaN"
"0.0082987552","0.010869565","0.0082644628","0.0098039216","0.0094650924","585","XRP","","7600779.435895999","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","71942.07938353412","2013-11-12T00:56:20Z","2013-11-14T23:58:20Z","2013-11-12T00:00:00Z","NaN"
"0.0098039216","0.010152284","0.0083689012","0.0089285714","0.0092785100","350","XRP","","4254356.107546999","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","39474.08567422177","2013-11-15T00:04:30Z","2013-11-17T23:31:30Z","2013-11-15T00:00:00Z","NaN"
"0.0089285714","0.0096209352","0.0071428571","0.0083682008","0.0080739820","728","XRP","","10988760.343028","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","88723.05323181911","2013-11-18T00:36:50Z","2013-11-20T23:50:10Z","2013-11-18T00:00:00Z","NaN"
"0.0083542189","0.010989011","0.0080012802","0.010297601","0.0094615372","1169","XRP","","10416772.086674","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","98558.67672244136","2013-11-21T00:15:00Z","2013-11-23T23:49:40Z","2013-11-21T00:00:00Z","NaN"
"0.010297601","0.033333333","0.0098039216","0.028571429","0.021320637","3529","XRP","","53596132.5173531","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","1142703.695122288","2013-11-24T00:33:00Z","2013-11-26T23:57:30Z","2013-11-24T00:00:00Z","NaN"
"0.029002320","0.032258065","0.016949153","0.028571429","0.025893922","2339","XRP","","23098551.56063902","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","598112.0935028992","2013-11-27T00:00:40Z","2013-11-29T23:57:30Z","2013-11-27T00:00:00Z","NaN"
"0.028571429","0.10000000","0.028500000","0.049504950","0.045054188","2862","XRP","","24058180.43025396","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","1083921.79191223","2013-11-30T00:00:00Z","2013-12-02T23:48:20Z","2013-11-30T00:00:00Z","NaN"
"0.049504950","0.066577896","0.036100000","0.053290000","0.051631517","3299","XRP","","16005825.93204303","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","826405.070197318","2013-12-03T00:09:30Z","2013-12-05T23:59:30Z","2013-12-03T00:00:00Z","NaN"
"0.052603893","0.062500000","0.027800945","0.034482759","0.040515866","3572","XRP","","15534638.24760698","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","629399.3168435519","2013-12-06T00:00:20Z","2013-12-08T23:53:20Z","2013-12-06T00:00:00Z","NaN"
"0.034482759","0.047000000","0.033466010","0.036900369","0.039543998","2062","XRP","","7276953.362343989","USD","rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B","287759.8324606897","2013-12-09T00:04:50Z","2013-12-11T23:58:40Z","2013-12-09T00:00:00Z","NaN"
